/home/davide/anaconda2/bin/python2.7 /home/davide/workspace/CM/src/CM.py
epoch	MSE			misclass		norm(g)		norm(h)		rho			alpha
---------------------------------------------------------------------------
1		0.764467	0.313953		0.828099	13.911175	1.391800	1.000000
2		0.697825	0.267442		0.488251	13.818999	5.091088	0.125000
3		0.640011	0.244186		0.755965	14.176241	5.083863	0.500000
4		0.595849	0.174419		0.405204	13.823558	6.631583	0.062500
5		0.572541	0.197674		0.713887	14.319793	6.501771	0.500000
6		0.541660	0.174419		0.481858	13.846464	5.753537	0.062500
7		0.534911	0.186047		0.819635	14.391611	4.337274	0.500000
8		0.486404	0.151163		0.412622	13.887782	4.777208	0.062500
9		0.463137	0.139535		0.275154	14.435855	16.635839	0.250000
10		0.455667	0.127907		0.215859	13.970699	39.834071	0.062500
11		0.449146	0.151163		0.367480	14.621522	25.295060	0.250000
12		0.437875	0.116279		0.296944	14.055637	18.180409	0.062500
13		0.434030	0.151163		0.531384	14.829229	11.014445	0.250000
14		0.415443	0.104651		0.443729	14.160104	7.728294	0.062500
15		0.392142	0.116279		0.258441	15.013749	16.762623	0.125000
16		0.387723	0.104651		0.329302	14.334737	25.975843	0.062500
17		0.376590	0.116279		0.378834	15.152674	16.490631	0.125000
18		0.369514	0.104651		0.455139	14.491404	11.602215	0.062500
19		0.359854	0.116279		0.575774	15.312389	7.247905	0.125000
20		0.348047	0.104651		0.658729	14.660086	5.050403	0.062500
21		0.308382	0.069767		0.223025	15.479835	11.538853	0.062500
22		0.306773	0.093023		0.386273	14.957691	27.752699	0.062500
23		0.292597	0.058140		0.314588	15.510763	18.746391	0.062500
24		0.289677	0.081395		0.482419	15.163349	14.161843	0.062500
25		0.273507	0.058140		0.422733	15.562880	10.372756	0.062500
26		0.268309	0.069767		0.573466	15.339038	8.501709	0.062500
27		0.252379	0.058140		0.522103	15.588093	6.718956	0.062500
28		0.241792	0.069767		0.607847	15.469936	6.257907	0.062500
29		0.227832	0.058140		0.544805	15.613683	5.778691	0.062500
30		0.211407	0.023256		0.537179	15.557023	6.393236	0.062500
31		0.199889	0.046512		0.462024	15.639310	7.344663	0.062500
32		0.184436	0.023256		0.397520	15.615155	9.566115	0.062500
33		0.176147	0.034884		0.335396	15.682977	13.333904	0.062500
34		0.166680	0.023256		0.282629	15.676609	18.311930	0.062500
35		0.161268	0.034884		0.243874	15.765475	26.073878	0.062500
36		0.155868	0.023256		0.218412	15.756194	33.570564	0.062500
37		0.152058	0.034884		0.193854	15.870795	43.413972	0.062500
38		0.148461	0.023256		0.182016	15.857458	52.099316	0.062500
39		0.145525	0.023256		0.164535	15.989497	62.424922	0.062500
40		0.142810	0.023256		0.157891	15.978732	72.022455	0.062500
41		0.140434	0.023256		0.144510	16.120603	82.922523	0.062500
42		0.138251	0.023256		0.139916	16.118025	93.735999	0.062500
43		0.136282	0.023256		0.129391	16.265774	105.628076	0.062500
44		0.134469	0.023256		0.125785	16.275336	117.817589	0.062500
45		0.132813	0.023256		0.117456	16.427444	130.816470	0.062500
46		0.131278	0.023256		0.114460	16.451786	144.228686	0.062500
47		0.129867	0.023256		0.107857	16.608051	158.138777	0.062500
48		0.128549	0.023256		0.105304	16.648896	172.404441	0.062500
49		0.127333	0.023256		0.100049	16.809835	186.862818	0.062500
50		0.126186	0.023256		0.097842	16.868314	201.523282	0.062500
51		0.125127	0.023256		0.093631	17.034851	216.108743	0.062500
52		0.124117	0.023256		0.091705	17.111751	230.693197	0.062500
53		0.123185	0.023256		0.088304	17.285027	244.977462	0.062500
54		0.122287	0.023256		0.086614	17.380967	259.034702	0.062500
55		0.121460	0.023256		0.083845	17.562221	272.599361	0.062500
56		0.120656	0.023256		0.082359	17.677768	285.705986	0.062500
57		0.119915	0.023256		0.080091	17.868257	298.146385	0.062500
58		0.119189	0.023256		0.078786	18.004002	309.906166	0.062500
59		0.118521	0.023256		0.076921	18.204949	320.832021	0.062500
60		0.117861	0.023256		0.075779	18.361558	330.873085	0.062500
61		0.117255	0.023256		0.074249	18.574112	339.909080	0.062500
62		0.116652	0.023256		0.073260	18.752358	347.881691	0.062500
63		0.116099	0.023256		0.072014	18.977570	354.669406	0.062500
64		0.115545	0.023256		0.071171	19.178361	360.246093	0.062500
65		0.115038	0.023256		0.070177	19.417160	364.448531	0.062500
66		0.114525	0.023256		0.069478	19.641566	367.328217	0.062500
67		0.114059	0.023256		0.068718	19.894737	368.638621	0.062500
68		0.113583	0.023256		0.068167	20.144018	368.556617	0.062500
69		0.113151	0.023256		0.067635	20.412182	366.713622	0.062500
70		0.112706	0.023256		0.067242	20.687837	363.459475	0.062500
71		0.112306	0.023256		0.066946	20.971412	358.270787	0.062500
72		0.111888	0.023256		0.066730	21.275249	351.715824	0.062500
73		0.111517	0.023256		0.066693	21.574408	343.092150	0.062500
74		0.111122	0.023256		0.066685	21.908647	333.227623	0.062500
75		0.110776	0.023256		0.066952	22.223254	321.227028	0.062500
76		0.110402	0.023256		0.067199	22.590683	308.211411	0.062500
77		0.110081	0.023256		0.067839	22.920195	293.090838	0.062500
78		0.109724	0.023256		0.068411	23.324420	277.300216	0.062500
79		0.109428	0.023256		0.069535	23.667732	259.564883	0.062500
80		0.109085	0.023256		0.070537	24.113560	241.633199	0.062500
81		0.108816	0.023256		0.072312	24.468768	222.066272	0.062500
82		0.108486	0.023256		0.073897	24.962814	202.893776	0.062500
83		0.108252	0.023256		0.076580	25.326830	182.540824	0.062500
84		0.107933	0.023256		0.078969	25.878484	163.243879	0.062500
85		0.107748	0.023256		0.082954	26.246425	143.325710	0.062500
86		0.107443	0.023256		0.086461	26.869423	125.107487	0.062500
87		0.107336	0.023256		0.092358	27.233688	106.850234	0.062500
88		0.107050	0.023256		0.097420	27.948610	90.797677	0.062500
89		0.105429	0.023256		0.038083	28.023376	290.784012	0.031250
90		0.105363	0.023256		0.046567	29.213381	1995.525197	0.125000
91		0.105298	0.023256		0.050174	28.794296	651.845001	0.062500
92		0.105161	0.023256		0.050671	30.628549	533.094089	0.062500
93		0.104855	0.023256		0.036761	29.972370	1566.641688	0.031250
94		0.104838	0.023256		0.055727	31.777947	1063.366009	0.250000
95		0.104412	0.023256		0.035633	31.090077	1024.811355	0.031250
96		0.104367	0.023256		0.052555	32.909834	1134.982626	0.250000
97		0.103999	0.023256		0.034282	32.677024	1209.879821	0.031250
98		0.103804	0.023256		0.058891	32.321545	767.266282	0.500000
99		0.103642	0.023256		0.054898	35.227202	258.571498	0.062500
100		0.103189	0.023256		0.032204	35.959526	997.890550	0.031250
epoch	MSE			misclass		norm(g)		norm(h)		rho			alpha
---------------------------------------------------------------------------
1		1.196622	0.441860		1.609536	13.800614	0.608010	0.500000
2		0.888480	0.372093		1.802135	14.017210	0.385272	1.000000
3		0.657475	0.220930		0.845372	13.797652	0.737897	0.125000
4		0.576386	0.220930		0.745059	13.939973	1.567573	1.000000
5		0.537923	0.186047		0.539902	13.833535	2.529908	0.250000
6		0.494846	0.162791		0.270723	13.957614	7.054911	0.500000
7		0.479187	0.186047		0.220955	13.974195	27.458008	0.250000
8		0.468455	0.162791		0.228148	14.057860	36.655429	0.250000
9		0.460986	0.186047		0.324636	14.116228	20.247009	0.250000
10		0.459181	0.139535		0.480713	14.131184	7.879391	0.250000
11		0.451187	0.162791		0.652862	14.326855	4.113447	0.250000
12		0.414730	0.139535		0.418328	14.272519	4.862628	0.125000
13		0.388712	0.127907		0.210581	14.680214	16.674199	0.125000
14		0.387798	0.139535		0.349996	14.518645	23.528772	0.125000
15		0.376800	0.127907		0.407421	14.760964	11.733393	0.125000
16		0.359644	0.116279		0.198235	14.730973	22.254679	0.062500
17		0.358610	0.116279		0.378732	15.091162	25.350139	0.125000
18		0.346443	0.104651		0.280528	14.826578	17.549025	0.062500
19		0.336093	0.081395		0.164896	15.396163	49.907178	0.063477
20		0.333710	0.093023		0.221767	15.109989	79.011293	0.062500
21		0.327494	0.069767		0.205852	15.570690	55.964716	0.062500
22		0.324319	0.081395		0.267308	15.362130	41.758492	0.062500
23		0.316280	0.058140		0.256658	15.833251	32.068276	0.062500
24		0.313020	0.093023		0.336279	15.630756	23.314505	0.062500
25		0.302056	0.058140		0.334482	16.145473	17.709975	0.062500
26		0.300178	0.104651		0.444075	15.900633	12.288502	0.062500
27		0.283496	0.058140		0.446450	16.486706	9.363425	0.062500
28		0.265460	0.069767		0.201781	16.212780	22.587243	0.031250
29		0.263115	0.058140		0.350626	17.054810	33.723119	0.062500
30		0.252178	0.069767		0.243432	16.377770	27.127299	0.031250
31		0.249574	0.058140		0.417100	17.479731	21.363995	0.062500
32		0.236564	0.046512		0.309085	16.571292	16.691343	0.031250
33		0.234199	0.034884		0.520934	17.839626	12.614822	0.062500
34		0.218082	0.046512		0.399508	16.796175	9.853660	0.031250
35		0.217705	0.046512		0.677028	18.111180	7.223181	0.062500
36		0.196878	0.046512		0.517269	17.033308	5.665028	0.031250
37		0.168709	0.034884		0.185415	18.421787	18.810003	0.031250
38		0.166547	0.046512		0.260444	17.540238	71.592051	0.031250
39		0.159745	0.034884		0.241987	18.351110	46.149570	0.031250
40		0.156148	0.034884		0.295080	17.719287	37.874628	0.031250
